application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,work_exp_group,gmat_group,gpa_group
831,Male,False,3.2,STEM,White,650.0,6.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
832,Male,False,3.24,STEM,Hispanic,660.0,6.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
833,Male,False,3.49,Business,White,750.0,5.0,Investment Banking,Deny,4-6 years,700–749,3.25–3.49
834,Male,False,3.42,STEM,Asian,640.0,4.0,Technology,Deny,4-6 years,600–649,3.25–3.49
835,Male,False,3.17,Business,White,630.0,6.0,Other,Deny,4-6 years,600–649,3.00–3.24
836,Male,True,3.18,Business,International,570.0,4.0,Other,Deny,4-6 years,550–599,3.00–3.24
837,Male,False,3.44,Business,Hispanic,740.0,6.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
838,Male,True,3.29,Humanities,International,680.0,4.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
839,Female,False,3.08,Humanities,Black,610.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
840,Female,True,3.13,STEM,International,630.0,6.0,Investment Banking,Waitlist,4-6 years,600–649,3.00–3.24
841,Female,False,3.43,Business,Asian,610.0,6.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
842,Male,False,3.24,Business,Asian,620.0,7.0,PE/VC,Deny,7+ years,600–649,3.00–3.24
843,Female,False,3.2,Humanities,Asian,600.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
844,Male,True,3.3,STEM,International,660.0,3.0,Nonprofit/Gov,Admit,1-3 years,650–699,3.25–3.49
845,Female,False,3.39,Business,Hispanic,670.0,6.0,PE/VC,Admit,4-6 years,650–699,3.25–3.49
846,Male,False,3.19,STEM,White,690.0,5.0,Financial Services,Deny,4-6 years,650–699,3.00–3.24
847,Female,True,3.1,Humanities,International,600.0,4.0,Consulting,Waitlist,4-6 years,550–599,3.00–3.24
848,Male,True,3.33,STEM,International,700.0,4.0,Other,Deny,4-6 years,650–699,3.25–3.49
849,Male,False,3.23,Business,Hispanic,620.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
850,Female,False,3.19,Humanities,Asian,610.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
851,Male,False,3.28,STEM,White,710.0,5.0,Technology,Admit,4-6 years,700–749,3.25–3.49
852,Male,False,3.36,STEM,Black,730.0,6.0,Nonprofit/Gov,Deny,4-6 years,700–749,3.25–3.49
853,Female,True,3.1,STEM,International,580.0,5.0,Retail,Waitlist,4-6 years,550–599,3.00–3.24
854,Female,True,3.23,Humanities,International,690.0,5.0,Health Care,Admit,4-6 years,650–699,3.00–3.24
855,Male,True,3.32,Business,International,700.0,5.0,Investment Banking,Admit,4-6 years,650–699,3.25–3.49
856,Male,False,3.37,Business,Hispanic,600.0,4.0,Consulting,Deny,4-6 years,550–599,3.25–3.49
857,Male,False,3.58,Business,Hispanic,730.0,6.0,CPG,Deny,4-6 years,700–749,3.50–3.74
858,Male,False,3.19,Humanities,Asian,670.0,5.0,Other,Deny,4-6 years,650–699,3.00–3.24
859,Female,False,3.45,STEM,Hispanic,710.0,4.0,Health Care,Admit,4-6 years,700–749,3.25–3.49
860,Male,True,3.26,Humanities,International,660.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
861,Male,False,3.38,Humanities,White,660.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
862,Female,False,3.03,STEM,White,640.0,5.0,Investment Management,Waitlist,4-6 years,600–649,3.00–3.24
863,Male,False,3.0,STEM,White,590.0,6.0,Nonprofit/Gov,Deny,4-6 years,550–599,2.75–2.99
864,Female,True,3.27,Humanities,International,680.0,7.0,Media/Entertainment,Waitlist,7+ years,650–699,3.25–3.49
865,Female,True,3.23,Humanities,International,650.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
866,Male,False,3.05,Humanities,White,580.0,6.0,Technology,Deny,4-6 years,550–599,3.00–3.24
867,Female,False,3.04,STEM,White,610.0,5.0,CPG,Deny,4-6 years,600–649,3.00–3.24
868,Male,False,3.52,STEM,Asian,710.0,5.0,Media/Entertainment,Admit,4-6 years,700–749,3.50–3.74
869,Male,False,3.13,Business,Black,670.0,7.0,Consulting,Deny,7+ years,650–699,3.00–3.24
870,Female,False,3.29,Humanities,Hispanic,690.0,3.0,Nonprofit/Gov,Deny,1-3 years,650–699,3.25–3.49
871,Female,True,3.37,Business,International,640.0,7.0,Nonprofit/Gov,Deny,7+ years,600–649,3.25–3.49
872,Male,False,3.44,Humanities,Asian,720.0,5.0,Consulting,Admit,4-6 years,700–749,3.25–3.49
873,Female,False,3.45,Humanities,Hispanic,740.0,7.0,Consulting,Deny,7+ years,700–749,3.25–3.49
874,Male,True,3.21,Business,International,640.0,3.0,Financial Services,Deny,1-3 years,600–649,3.00–3.24
875,Male,False,3.31,Humanities,White,650.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
876,Male,True,2.98,Humanities,International,710.0,5.0,Consulting,Deny,4-6 years,700–749,2.75–2.99
877,Male,False,3.26,Humanities,Asian,710.0,6.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
878,Male,False,3.56,Business,Asian,780.0,5.0,Media/Entertainment,Deny,4-6 years,750–800,3.50–3.74
879,Male,False,3.17,Business,White,630.0,6.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
880,Male,False,3.28,STEM,White,670.0,5.0,PE/VC,Waitlist,4-6 years,650–699,3.25–3.49
881,Female,True,3.08,Business,International,660.0,4.0,Other,Deny,4-6 years,650–699,3.00–3.24
882,Male,True,3.41,Business,International,710.0,7.0,PE/VC,Admit,7+ years,700–749,3.25–3.49
883,Female,True,3.15,STEM,International,670.0,5.0,Other,Deny,4-6 years,650–699,3.00–3.24
884,Female,False,3.37,Humanities,White,600.0,7.0,Financial Services,Deny,7+ years,550–599,3.25–3.49
885,Male,False,3.23,Business,Hispanic,630.0,3.0,Financial Services,Deny,1-3 years,600–649,3.00–3.24
886,Male,False,3.33,Business,Asian,700.0,5.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
887,Female,False,3.3,Humanities,Asian,690.0,7.0,Consulting,Admit,7+ years,650–699,3.25–3.49
888,Male,False,3.32,Business,Asian,670.0,4.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
889,Male,True,3.28,Business,International,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
890,Male,True,3.27,Business,International,640.0,3.0,Consulting,Deny,1-3 years,600–649,3.25–3.49
891,Male,False,3.4,Humanities,Asian,660.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
892,Female,False,3.12,Humanities,Hispanic,630.0,5.0,Other,Deny,4-6 years,600–649,3.00–3.24
893,Male,True,3.49,Humanities,International,660.0,7.0,Consulting,Deny,7+ years,650–699,3.25–3.49
894,Female,False,3.1,Humanities,White,590.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
895,Male,False,3.51,STEM,Asian,600.0,6.0,Consulting,Deny,4-6 years,550–599,3.50–3.74
896,Male,True,3.32,Humanities,International,660.0,7.0,Health Care,Waitlist,7+ years,650–699,3.25–3.49
897,Male,False,3.29,Humanities,Hispanic,760.0,5.0,Technology,Admit,4-6 years,750–800,3.25–3.49
898,Male,False,3.52,STEM,Asian,760.0,5.0,PE/VC,Deny,4-6 years,750–800,3.50–3.74
899,Male,False,3.24,Business,White,630.0,6.0,Technology,Deny,4-6 years,600–649,3.00–3.24
900,Male,False,3.2,Business,Other,700.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
901,Male,False,3.04,Business,Asian,580.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
902,Male,True,3.21,STEM,International,620.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
903,Male,False,3.06,Humanities,Black,580.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
904,Female,False,3.34,Humanities,Asian,660.0,6.0,Real Estate,Admit,4-6 years,650–699,3.25–3.49
905,Female,False,3.23,Humanities,White,710.0,6.0,PE/VC,Admit,4-6 years,700–749,3.00–3.24
906,Male,False,3.16,STEM,Hispanic,620.0,6.0,Other,Deny,4-6 years,600–649,3.00–3.24
907,Male,True,3.19,Humanities,International,680.0,7.0,Consulting,Deny,7+ years,650–699,3.00–3.24
908,Male,False,2.93,Business,White,610.0,3.0,Technology,Deny,1-3 years,600–649,2.75–2.99
909,Female,False,3.22,Business,Black,710.0,6.0,Consulting,Deny,4-6 years,700–749,3.00–3.24
910,Female,False,3.13,Humanities,Asian,640.0,7.0,Investment Banking,Deny,7+ years,600–649,3.00–3.24
911,Female,False,3.56,STEM,White,680.0,4.0,Consulting,Deny,4-6 years,650–699,3.50–3.74
912,Male,True,3.41,STEM,International,710.0,6.0,Nonprofit/Gov,Admit,4-6 years,700–749,3.25–3.49
913,Male,True,3.38,STEM,International,680.0,5.0,Technology,Deny,4-6 years,650–699,3.25–3.49
914,Male,False,3.1,Humanities,Asian,590.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
915,Female,False,3.21,STEM,Black,690.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
916,Male,False,3.29,Humanities,White,600.0,5.0,Consulting,Deny,4-6 years,550–599,3.25–3.49
917,Female,True,3.2,STEM,International,600.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
918,Female,True,3.23,Humanities,International,590.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
919,Female,False,3.19,Business,Asian,680.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
920,Male,False,3.46,Business,Asian,680.0,6.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
921,Female,False,3.13,Humanities,Hispanic,680.0,6.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
922,Female,True,3.45,Business,International,710.0,4.0,Investment Management,Admit,4-6 years,700–749,3.25–3.49
923,Male,True,3.49,Business,International,780.0,5.0,Nonprofit/Gov,Deny,4-6 years,750–800,3.25–3.49
924,Female,True,2.99,Business,International,580.0,7.0,Nonprofit/Gov,Deny,7+ years,550–599,2.75–2.99
925,Female,True,3.17,STEM,International,700.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
926,Female,False,3.36,Humanities,Asian,660.0,5.0,Investment Management,Admit,4-6 years,650–699,3.25–3.49
927,Male,False,3.29,STEM,White,610.0,8.0,Other,Deny,7+ years,600–649,3.25–3.49
928,Female,False,3.42,STEM,Hispanic,780.0,6.0,Consulting,Admit,4-6 years,750–800,3.25–3.49
929,Male,False,3.74,Humanities,Hispanic,700.0,5.0,PE/VC,Deny,4-6 years,650–699,3.50–3.74
930,Male,False,3.08,Business,Asian,650.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
931,Female,False,3.21,Humanities,Asian,640.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
932,Female,False,3.31,Business,White,660.0,4.0,PE/VC,Admit,4-6 years,650–699,3.25–3.49
933,Male,False,3.17,Humanities,Asian,590.0,5.0,Other,Deny,4-6 years,550–599,3.00–3.24
934,Male,True,3.22,STEM,International,600.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
935,Female,True,3.33,STEM,International,750.0,5.0,Investment Banking,Admit,4-6 years,700–749,3.25–3.49
936,Female,True,3.21,Humanities,International,630.0,5.0,CPG,Deny,4-6 years,600–649,3.00–3.24
937,Male,True,3.24,Business,International,570.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
938,Female,False,3.4,Humanities,Black,760.0,6.0,Consulting,Deny,4-6 years,750–800,3.25–3.49
939,Male,False,3.21,Humanities,White,690.0,3.0,Real Estate,Admit,1-3 years,650–699,3.00–3.24
940,Male,False,3.36,STEM,Black,700.0,4.0,Technology,Deny,4-6 years,650–699,3.25–3.49
941,Female,False,3.13,STEM,Asian,610.0,3.0,Consulting,Deny,1-3 years,600–649,3.00–3.24
942,Male,False,3.08,STEM,Asian,570.0,4.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.00–3.24
943,Male,False,3.35,Humanities,Black,590.0,5.0,Technology,Deny,4-6 years,550–599,3.25–3.49
944,Female,True,3.39,STEM,International,690.0,6.0,Technology,Admit,4-6 years,650–699,3.25–3.49
945,Male,False,3.33,Humanities,Hispanic,690.0,5.0,Technology,Deny,4-6 years,650–699,3.25–3.49
946,Male,False,2.99,Humanities,Hispanic,620.0,6.0,Other,Deny,4-6 years,600–649,2.75–2.99
947,Male,False,3.29,Business,Asian,690.0,5.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
948,Male,False,3.37,Humanities,Hispanic,640.0,7.0,CPG,Deny,7+ years,600–649,3.25–3.49
949,Female,False,2.95,STEM,Asian,570.0,5.0,Investment Banking,Deny,4-6 years,550–599,2.75–2.99
950,Male,False,3.25,Business,Hispanic,610.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
951,Male,False,3.37,Business,White,580.0,5.0,Financial Services,Deny,4-6 years,550–599,3.25–3.49
952,Male,False,3.03,Humanities,White,590.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
953,Male,False,3.28,Humanities,Black,780.0,6.0,Consulting,Deny,4-6 years,750–800,3.25–3.49
954,Female,False,3.28,Humanities,Asian,570.0,4.0,Financial Services,Deny,4-6 years,550–599,3.25–3.49
955,Female,False,3.27,STEM,White,590.0,5.0,Technology,Deny,4-6 years,550–599,3.25–3.49
956,Female,False,3.24,Business,Black,670.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
957,Female,True,3.19,Business,International,650.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
958,Male,False,3.17,STEM,Black,580.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
959,Male,True,3.1,Business,International,660.0,5.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
960,Male,False,3.17,STEM,Asian,620.0,6.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
961,Female,True,3.45,Humanities,International,670.0,5.0,PE/VC,Admit,4-6 years,650–699,3.25–3.49
962,Male,False,3.51,Humanities,White,750.0,6.0,Real Estate,Admit,4-6 years,700–749,3.50–3.74
963,Female,False,3.17,STEM,Hispanic,670.0,7.0,PE/VC,Deny,7+ years,650–699,3.00–3.24
964,Female,True,2.96,STEM,International,580.0,5.0,PE/VC,Deny,4-6 years,550–599,2.75–2.99
965,Female,False,3.16,Humanities,Asian,670.0,3.0,Financial Services,Deny,1-3 years,650–699,3.00–3.24
966,Female,False,3.21,Humanities,White,610.0,6.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
967,Male,False,3.44,STEM,Hispanic,720.0,5.0,Nonprofit/Gov,Deny,4-6 years,700–749,3.25–3.49
968,Male,False,3.33,STEM,Asian,730.0,6.0,PE/VC,Admit,4-6 years,700–749,3.25–3.49
969,Male,False,3.56,Humanities,Asian,700.0,6.0,Technology,Admit,4-6 years,650–699,3.50–3.74
970,Male,False,3.29,STEM,Asian,670.0,5.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
971,Male,False,3.31,Business,White,610.0,7.0,Consulting,Deny,7+ years,600–649,3.25–3.49
972,Male,True,3.18,Business,International,670.0,6.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
973,Female,True,2.91,Business,International,620.0,3.0,PE/VC,Deny,1-3 years,600–649,2.75–2.99
974,Male,False,3.28,Business,Asian,620.0,4.0,Other,Deny,4-6 years,600–649,3.25–3.49
975,Female,True,3.5,Humanities,International,750.0,5.0,Financial Services,Admit,4-6 years,700–749,3.25–3.49
976,Male,False,3.41,Humanities,Black,650.0,6.0,Investment Management,Deny,4-6 years,600–649,3.25–3.49
977,Female,True,3.31,Humanities,International,720.0,5.0,PE/VC,Deny,4-6 years,700–749,3.25–3.49
978,Male,False,3.33,Humanities,Asian,700.0,6.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
979,Male,False,3.21,STEM,White,610.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
980,Male,False,3.2,STEM,Asian,690.0,4.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
981,Male,False,3.32,Business,White,670.0,5.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
982,Male,False,3.24,STEM,Black,620.0,4.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
983,Male,False,3.19,Business,Hispanic,630.0,5.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
984,Male,False,3.43,Humanities,Black,680.0,5.0,Technology,Deny,4-6 years,650–699,3.25–3.49
985,Male,False,3.36,Humanities,White,650.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
986,Female,False,3.13,STEM,Asian,620.0,4.0,Other,Deny,4-6 years,600–649,3.00–3.24
987,Male,False,3.21,Business,Hispanic,570.0,5.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.00–3.24
988,Female,False,3.15,STEM,Black,670.0,7.0,Real Estate,Deny,7+ years,650–699,3.00–3.24
989,Female,True,3.2,STEM,International,630.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
990,Female,False,3.2,Humanities,Other,660.0,6.0,PE/VC,Admit,4-6 years,650–699,3.00–3.24
991,Male,False,2.97,Humanities,White,620.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,2.75–2.99
992,Male,False,3.47,Business,White,680.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
993,Female,False,3.27,STEM,Black,650.0,3.0,PE/VC,Deny,1-3 years,600–649,3.25–3.49
994,Male,True,2.92,Humanities,International,570.0,4.0,Consulting,Deny,4-6 years,550–599,2.75–2.99
995,Female,False,3.46,Business,White,710.0,5.0,PE/VC,Admit,4-6 years,700–749,3.25–3.49
996,Male,False,3.14,STEM,Black,640.0,5.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
997,Male,True,3.29,Humanities,International,660.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
998,Male,False,3.16,Humanities,White,620.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
999,Male,False,3.55,STEM,Hispanic,780.0,5.0,Investment Banking,Deny,4-6 years,750–800,3.50–3.74
1000,Female,False,3.19,Humanities,Other,640.0,6.0,Consulting,Waitlist,4-6 years,600–649,3.00–3.24
1001,Male,False,3.24,Humanities,Black,670.0,5.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
1002,Male,False,3.21,Business,Asian,610.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
1003,Female,False,3.27,Humanities,Black,660.0,3.0,Nonprofit/Gov,Deny,1-3 years,650–699,3.25–3.49
1004,Male,True,3.42,Business,International,720.0,5.0,PE/VC,Deny,4-6 years,700–749,3.25–3.49
1005,Female,False,3.5,STEM,Asian,730.0,3.0,Real Estate,Deny,1-3 years,700–749,3.25–3.49
1006,Male,False,3.18,STEM,White,710.0,4.0,Consulting,Deny,4-6 years,700–749,3.00–3.24
1007,Male,False,3.1,Humanities,Asian,570.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
1008,Male,False,3.39,STEM,Asian,620.0,6.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
1009,Male,False,3.41,Humanities,Asian,690.0,6.0,PE/VC,Admit,4-6 years,650–699,3.25–3.49
1010,Male,False,3.09,Business,White,630.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
1011,Male,False,3.02,Business,White,660.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
1012,Male,True,3.17,Humanities,International,670.0,6.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
1013,Male,False,3.39,Business,Hispanic,690.0,4.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
1014,Male,False,3.44,STEM,White,690.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
1015,Female,True,3.38,Business,International,650.0,4.0,Financial Services,Deny,4-6 years,600–649,3.25–3.49
1016,Male,False,3.07,STEM,Other,600.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
1017,Female,False,3.45,Humanities,Asian,710.0,7.0,CPG,Admit,7+ years,700–749,3.25–3.49
1018,Male,True,3.26,Humanities,International,690.0,5.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
1019,Male,True,3.24,Humanities,International,720.0,4.0,Nonprofit/Gov,Deny,4-6 years,700–749,3.00–3.24
1020,Female,False,3.12,STEM,White,570.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
1021,Female,True,3.25,Humanities,International,670.0,3.0,Consulting,Admit,1-3 years,650–699,3.00–3.24
1022,Female,False,3.24,Business,Other,650.0,4.0,Consulting,Waitlist,4-6 years,600–649,3.00–3.24
1023,Male,False,3.25,STEM,Asian,640.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
1024,Male,False,3.39,Humanities,White,630.0,6.0,Technology,Deny,4-6 years,600–649,3.25–3.49
1025,Female,False,3.07,Business,White,620.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
1026,Male,False,3.16,Humanities,White,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
1027,Female,False,3.42,Business,Hispanic,700.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
1028,Male,False,3.11,Humanities,Hispanic,610.0,5.0,Real Estate,Deny,4-6 years,600–649,3.00–3.24
1029,Male,False,3.51,Humanities,White,710.0,6.0,Investment Banking,Admit,4-6 years,700–749,3.50–3.74
1030,Male,False,3.24,STEM,Asian,630.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
1031,Female,False,3.2,Business,White,630.0,3.0,Consulting,Deny,1-3 years,600–649,3.00–3.24
1032,Female,False,3.25,STEM,Black,580.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
